#wavelength,flux_density
9.100000000000001421e+01 2.839901276528293238e+04
9.121124560078533250e+01 2.823486771037264407e+04
9.142298158293164079e+01 2.807167140671910965e+04
9.163520908480052185e+01 2.790941837058148667e+04
9.184792924739619480e+01 2.774810314991460837e+04
9.206114321437151204e+01 2.758772032418598610e+04
9.227485213203418368e+01 2.742826450419357570e+04
9.248905714935294498e+01 2.726973033188466070e+04
9.270375941796373809e+01 2.711211248017581966e+04
9.291896009217583696e+01 2.695540565277399946e+04
9.313466032897824221e+01 2.679960458399837080e+04
9.335086128804562122e+01 2.664470403860364604e+04
9.356756413174474574e+01 2.649069881160394289e+04
9.378477002514067351e+01 2.633758372809799039e+04
9.400248013600297270e+01 2.618535364309528813e+04
9.422069563481220200e+01 2.603400344134300758e+04
9.443941769476589343e+01 2.588352803715438858e+04
9.465864749178508930e+01 2.573392237423766346e+04
9.487838620452055238e+01 2.558518142552623249e+04
9.509863501435918920e+01 2.543730019300970162e+04
9.531939510543026017e+01 2.529027370756601522e+04
9.554066766461201610e+01 2.514409702879430188e+04
9.576245388153773774e+01 2.499876524484910260e+04
9.598475494860237234e+01 2.485427347227518112e+04
9.620757206096884318e+01 2.471061685584346924e+04
9.643090641657447293e+01 2.456779056838789256e+04
9.665475921613756327e+01 2.442578981064317122e+04
9.687913166316364766e+01 2.428460981108359556e+04
9.710402496395204253e+01 2.414424582576266403e+04
9.732944032760241271e+01 2.400469313815365967e+04
9.755537896602112369e+01 2.386594705899124165e+04
9.778184209392784965e+01 2.372800292611376790e+04
9.800883092886220993e+01 2.359085610430664747e+04
9.823634669119005025e+01 2.345450198514670774e+04
9.846439060411022126e+01 2.331893598684722383e+04
9.869296389366104449e+01 2.318415355410401025e+04
9.892206778872693462e+01 2.305015015794235660e+04
9.915170352104512119e+01 2.291692129556475265e+04
9.938187232521205772e+01 2.278446249019973766e+04
9.961257543869018605e+01 2.265276929095136802e+04
9.984381410181455863e+01 2.252183727264971094e+04
1.000755895577995176e+02 2.239166203570210200e+04
1.003079030527455302e+02 2.226223920594526135e+04
1.005407558356453848e+02 2.213356443449855578e+04
1.007741491583916087e+02 2.200563339761752286e+04
1.010080842757828066e+02 2.187844179654876643e+04
1.012425624455301261e+02 2.175198535738566352e+04
1.014775849282648181e+02 2.162625983092435126e+04
1.017131529875440350e+02 2.150126099252142376e+04
1.019492678898586178e+02 2.137698464195147972e+04
1.021859309046389797e+02 2.125342660326647092e+04
1.024231433042626236e+02 2.113058272465500704e+04
1.026609063640608071e+02 2.100844887830293010e+04
1.028992213623249512e+02 2.088702096025488572e+04
1.031380895803142863e+02 2.076629489027595628e+04
1.033775123022619624e+02 2.064626661171502928e+04
1.036174908153826095e+02 2.052693209136808946e+04
1.038580264098789456e+02 2.040828731934287498e+04
1.040991203789484842e+02 2.029032830892429047e+04
1.043407740187911088e+02 2.017305109644004187e+04
1.045829886286152828e+02 2.005645174112792665e+04
1.048257655106457236e+02 1.994052632500302207e+04
1.050691059701301526e+02 1.982527095272614679e+04
1.053130113153458751e+02 1.971068175147320289e+04
1.055574828576076953e+02 1.959675487080464154e+04
1.058025219112740416e+02 1.948348648253645661e+04
1.060481297937547396e+02 1.937087278061128018e+04
1.062943078255178762e+02 1.925890998097054398e+04
1.065410573300965211e+02 1.914759432142752121e+04
1.067883796340965574e+02 1.903692206154060841e+04
1.070362760672030475e+02 1.892688948248793895e+04
1.072847479621880353e+02 1.881749288694215647e+04
1.075337966549174809e+02 1.870872859894627982e+04
1.077834234843580248e+02 1.860059296379035368e+04
1.080336297925850175e+02 1.849308234788830305e+04
1.082844169247888431e+02 1.838619313865619188e+04
1.085357862292830191e+02 1.827992174439047085e+04
1.087877390575105636e+02 1.817426459414769124e+04
1.090402767640520381e+02 1.806921813762415695e+04
1.092934007066325393e+02 1.796477884503674795e+04
1.095471122461285489e+02 1.786094320700450771e+04
1.098014127465761902e+02 1.775770773443033249e+04
1.100563035751775374e+02 1.765506895838415949e+04
1.103117861023087869e+02 1.755302342998604945e+04
1.105678617015273488e+02 1.745156772029040440e+04
1.108245317495787958e+02 1.735069842017097471e+04
1.110817976264051339e+02 1.725041214020587358e+04
1.113396607151512683e+02 1.715070551056415570e+04
1.115981224021732459e+02 1.705157518089218502e+04
1.118571840770453889e+02 1.695301782020123574e+04
1.121168471325674147e+02 1.685503011675566813e+04
1.123771129647726923e+02 1.675760877796138084e+04
1.126379829729348643e+02 1.666075053025546731e+04
1.128994585595761748e+02 1.656445211899598144e+04
1.131615411304746317e+02 1.646871030835262354e+04
1.134242320946712681e+02 1.637352188119820858e+04
1.136875328644784986e+02 1.627888363900021614e+04
1.139514448554867556e+02 1.618479240171369383e+04
1.142159694865731012e+02 1.609124500767402606e+04
1.144811081799078636e+02 1.599823831349105603e+04
1.147468623609631209e+02 1.590576919394316064e+04
1.150132334585200056e+02 1.581383454187235293e+04
1.152802229046760800e+02 1.572243126808001398e+04
1.155478321348537492e+02 1.563155630122279945e+04
1.158160625878071954e+02 1.554120658770974660e+04
1.160849157056307774e+02 1.545137909159939409e+04
1.163543929337665332e+02 1.536207079449790945e+04
1.166244957210115700e+02 1.527327869545774774e+04
1.168952255195266901e+02 1.518499981087653759e+04
1.171665837848431977e+02 1.509723117439719317e+04
1.174385719758716249e+02 1.500996983680789526e+04
1.177111915549091918e+02 1.492321286594315097e+04
